level_0,level_1,1,2,3,4
"(3, 7)","(1, 8)",-89.12620803269868,-83.33815129722504,-506.5,-83.5789044545202
"(2, 6)","(1, 8)",0.0,0.0,0.0,0.0
"(5, 10)","(1, 3)",-145.11003263435168,-145.9429827140604,-512.0,-156.72387444891672
"(5, 8)","(4, 7)",-111.60937954669802,-109.9717724393484,-114.86597963494737,-505.0
"(4, 8)","(4, 7)",-107.31779564616883,-112.24733062577067,-109.508561595823,-504.5
"(3, 8)","(4, 7)",-104.73702344925876,-104.08176544669206,-104.9659649057752,-104.00540033771146
"(2, 8)","(4, 7)",-100.63225413760506,-102.34750372477689,-103.8069364769232,-505.5
"(1, 8)","(4, 7)",-98.57452147774671,-100.59757281841547,-97.91960917242912,-759.0
"(0, 8)","(4, 7)",-98.0202379747619,-100.0635353632905,-99.92818934966401,-506.5
"(4, 9)","(4, 5)",0.0,0.0,0.0,0.0
"(5, 13)","(3, 2)",-143.85852392450346,-151.78070202262285,-512.5,-151.78070202262285
"(3, 9)","(4, 8)",-504.5,-503.5,-121.67541812727801,-120.29329888320473
"(2, 9)","(4, 8)",0.0,0.0,0.0,0.0
"(1, 6)","(4, 6)",0.0,0.0,0.0,0.0
"(2, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(5, 9)","(4, 8)",0.0,0.0,0.0,0.0
"(1, 12)","(1, 5)",-174.67651727941399,-510.0,-176.11811150725555,-168.023300875012
"(0, 12)","(1, 5)",-172.5502279748135,-170.7763358641061,-170.84014150772214,-172.10714569903314
"(5, 7)","(3, 7)",-107.62963490102798,-104.41300926612169,-106.97380015910093,-105.9370607663167
"(4, 6)","(3, 7)",-504.5,-109.55268700025766,-105.2034835129908,-109.78840202833302
"(3, 6)","(3, 7)",0.0,0.0,0.0,0.0
"(3, 10)","(3, 4)",-140.22856892181838,-143.29237495268166,-141.61856847862367,-141.5762833818004
"(2, 10)","(3, 4)",-131.91762484527578,-129.7416480816857,-508.5,-133.34806898896022
"(1, 10)","(3, 4)",-126.45425147062235,-128.07622330385584,-509.0,-128.51944893387608
"(0, 10)","(3, 4)",-126.17061424039213,-132.07475029851895,-764.25,-123.81186416637355
"(4, 10)","(3, 4)",-141.36667160748902,-142.9303615990932,-508.5,-145.44592340370147
"(2, 6)","(4, 8)",0.0,0.0,0.0,0.0
"(4, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(4, 9)","(4, 6)",0.0,0.0,0.0,0.0
"(3, 11)","(3, 4)",-138.15913644316151,-142.6865143675389,-139.2667658365903,-764.25
"(2, 11)","(3, 4)",-131.2992771406134,-135.73860585487026,-127.5717958595836,-510.0
"(1, 11)","(3, 4)",-130.19367332177103,-130.37834519251956,-122.78012086167087,-127.75935602169686
"(0, 11)","(3, 4)",-122.5921054798108,-122.98436039168293,-128.82374883121855,-122.04942455447014
"(4, 11)","(3, 4)",-140.42762816726434,-141.7202293204408,-143.5089644303219,-510.0
"(5, 10)","(3, 4)",-143.7377332379512,-137.61895924517702,-763.5,-143.8393531309884
"(0, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(2, 3)","(4, 7)",0.0,0.0,0.0,0.0
"(5, 8)","(3, 8)",-104.08850314989584,-106.00178134607879,-103.74199237095655,-505.0
"(4, 7)","(3, 8)",-89.49750985289126,-106.2960036553774,-101.92166993692851,-104.43159930018027
"(3, 7)","(3, 8)",-95.69926962514671,-97.38246805816834,-1001.1171875,-82.32071702312248
"(2, 7)","(3, 8)",-90.98992361659758,-89.31813169359484,-505.0,-91.8077173125855
"(1, 7)","(3, 8)",-90.50892799861356,-90.85399861527026,-505.5,-93.7930785599873
"(0, 7)","(3, 8)",-89.85188481019841,-91.54289582040406,-759.0,-92.16179861879917
"(5, 7)","(3, 8)",-97.57262072014078,-99.91257212675546,-100.8345484717147,-101.91236879447334
"(4, 6)","(3, 8)",-504.5,-99.90650077827833,-95.945274049007,-96.08015019122911
"(3, 6)","(3, 8)",0.0,0.0,0.0,0.0
"(1, 9)","(4, 4)",0.0,0.0,0.0,0.0
"(0, 2)","(4, 6)",-123.310201641222,-124.65209409779904,-124.22617950565069,-126.7780850980841
"(1, 2)","(4, 6)",-123.70725325625887,-124.31484091736543,-122.3274664240756,-119.69604505573268
"(0, 1)","(4, 6)",-115.20879699381162,-124.75606451526583,-122.44527498520354,-123.21762284880242
"(1, 1)","(4, 6)",-123.17674722306617,-122.69425708925367,-117.60732818601902,-118.7493730109807
"(0, 0)","(4, 6)",-121.98578505227115,-121.27581540274795,-121.98578505227115,-120.27509765713025
"(1, 0)","(4, 6)",-117.20875418647869,-118.91298186788822,-115.20879699381162,-121.07771497071201
"(0, 6)","(4, 6)",0.0,0.0,0.0,0.0
"(3, 10)","(3, 5)",-143.73508705533908,-148.56479751371643,-146.50301953843012,-148.35243873733697
"(2, 10)","(3, 5)",-137.52778241007854,-143.28007606237543,-507.5,-141.56376564121666
"(1, 10)","(3, 5)",-129.52321787896085,-138.4993389239768,-508.0,-135.38207058215622
"(0, 10)","(3, 5)",-130.3758561270098,-127.5888461790752,-508.5,-136.67868648095504
"(4, 10)","(3, 5)",-145.48801005231678,-150.18266685023474,-761.25,-147.06935769266764
"(3, 11)","(3, 5)",-146.53345374071063,-143.12106999174065,-142.28314275633386,-508.5
"(2, 11)","(3, 5)",-143.33785862395337,-141.73920110492162,-139.05807088657372,-509.0
"(1, 11)","(3, 5)",-133.64759262001826,-140.1831499482468,-133.3668343800349,-134.5908519174612
"(0, 11)","(3, 5)",-137.61895924517702,-135.22017072679796,-132.06423474241137,-133.5505839498544
"(4, 13)","(2, 1)",-192.09339784777035,-199.31285800545774,-514.0,-182.94739064856861
"(3, 9)","(4, 5)",-507.5,-506.5,-131.92816612814738,-126.95900244200679
"(2, 9)","(4, 5)",0.0,0.0,0.0,0.0
"(5, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 10)","(1, 4)",-132.18546312254205,-134.56329423201532,-130.47802971930963,-127.57101745696762
"(2, 10)","(1, 4)",-119.70820316147999,-130.64281322551363,-509.5,-124.79068796446919
"(1, 10)","(1, 4)",-116.28191031911027,-122.14250108564387,-509.0,-111.85049432911316
"(0, 10)","(1, 4)",-107.29084037311395,-111.79937226263218,-764.25,-114.11660046229568
"(4, 10)","(1, 4)",-133.62314713026916,-135.42790640073247,-510.5,-136.9994050665444
"(3, 11)","(1, 4)",-119.24312952945384,-127.96048308588973,-122.74962850605881,-511.5
"(2, 11)","(1, 4)",-118.23941042823171,-117.98789912639323,-122.6615687613866,-766.5
"(1, 11)","(1, 4)",-115.15608304751893,-109.88568381687644,-117.19917815958172,-108.0727651076424
"(0, 11)","(1, 4)",-112.65538239176965,-113.42521727201223,-111.35880585611113,-110.75140575654592
"(4, 11)","(1, 4)",-133.44279831769327,-135.5838332253141,-134.55911341004187,-512.0
"(4, 8)","(3, 7)",-103.46438710591724,-105.53586320054914,-106.7184735686019,-758.25
"(3, 8)","(3, 7)",-101.14741451363925,-99.13895889060561,-505.0,-101.57876078867329
"(2, 8)","(3, 7)",-102.79713254558956,-102.87879133513593,-99.91626210894705,-758.25
"(1, 8)","(3, 7)",-103.80473540718761,-103.80627107691197,-102.8156296777011,-506.0
"(0, 8)","(3, 7)",-103.53013678488809,-104.92613418382122,-99.92660402459654,-759.75
"(5, 8)","(3, 7)",-104.73849733239808,-104.9284716979206,-106.14778054828945,-506.0
"(4, 7)","(2, 7)",-100.44946317631114,-99.24089066374577,-100.8014943967709,-101.99150469605024
"(3, 6)","(2, 7)",0.0,0.0,0.0,0.0
"(0, 9)","(4, 4)",0.0,0.0,0.0,0.0
"(3, 3)","(4, 8)",0.0,0.0,0.0,0.0
"(3, 12)","(4, 4)",0.0,0.0,0.0,0.0
"(5, 9)","(4, 7)",0.0,0.0,0.0,0.0
"(1, 9)","(1, 4)",0.0,0.0,0.0,0.0
"(4, 12)","(1, 5)",0.0,0.0,0.0,0.0
"(1, 9)","(2, 4)",0.0,0.0,0.0,0.0
"(4, 9)","(4, 8)",0.0,0.0,0.0,0.0
"(2, 2)","(4, 6)",-124.37285570670156,-117.55070728691982,-124.37972562253822,-506.5
"(2, 1)","(4, 6)",-118.17643485435181,-117.9642268634163,-124.31028583090591,-122.40324638751824
"(2, 0)","(4, 6)",-118.64453164114117,-122.63976899299838,-115.88964989067537,-121.4881431924375
"(3, 2)","(4, 6)",-116.80532420354623,-113.99756009473884,-118.127709917956,-759.0
"(3, 1)","(4, 6)",-121.33389107263362,-118.77103432114504,-115.57482371380524,-117.5443914497537
"(3, 0)","(4, 6)",-119.03455400639554,-121.62316050207784,-122.52529746845238,-118.4626050511757
"(1, 9)","(3, 4)",0.0,0.0,0.0,0.0
"(5, 9)","(4, 6)",0.0,0.0,0.0,0.0
"(2, 6)","(4, 7)",0.0,0.0,0.0,0.0
"(3, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 9)","(3, 8)",0.0,0.0,0.0,0.0
"(3, 10)","(2, 4)",-131.40102514013026,-132.85263482588334,-133.3591089395843,-129.38021263079816
"(2, 10)","(2, 4)",-126.20158427966746,-129.89236150389132,-508.5,-130.19976733445145
"(1, 10)","(2, 4)",-123.54559185877358,-130.30081222886946,-763.5,-123.23936790530927
"(3, 10)","(2, 5)",-128.19603458329573,-125.9884627496086,-128.91407056042783,-131.8835484758043
"(2, 10)","(2, 5)",-122.63516676553508,-124.1909122702557,-507.5,-122.23889509211908
"(1, 10)","(2, 5)",-120.61856765884698,-117.9902141639392,-508.0,-124.57189189449768
"(0, 10)","(2, 5)",-113.55355281635292,-119.40229365945277,-508.5,-120.09865837647578
"(4, 10)","(2, 5)",-125.77161330869009,-127.48332150797869,-508.5,-128.49660619574314
"(3, 11)","(2, 5)",-127.10367800344646,-121.91896981394777,-130.4813641412763,-764.25
"(2, 11)","(2, 5)",-123.27842075158259,-125.66528914048362,-119.91739917499874,-509.0
"(1, 11)","(2, 5)",-117.51939480450875,-121.40888390125812,-121.27692657676458,-120.31452872844446
"(0, 11)","(2, 5)",-119.86208352837254,-115.22363654223648,-118.15825309822375,-122.99077226704763
"(4, 11)","(2, 5)",-125.82960239502096,-122.74586956899165,-125.27431117251966,-510.0
"(5, 6)","(3, 7)",-109.19129637939612,-104.9284716979206,-106.28779761818546,-104.95180512052056
"(5, 5)","(3, 7)",-105.33257315621545,-107.65233460961625,-106.4849997197226,-104.44965332571876
"(4, 5)","(3, 7)",-103.20064005721666,-102.9063597641379,-103.449608931635,-107.33812441657145
"(3, 5)","(3, 7)",-101.05170034609226,-104.8541465759843,-99.89381337933119,-756.75
"(2, 5)","(3, 7)",-101.56620900818425,-98.49897243552067,-98.92523578683392,-505.0
"(1, 5)","(3, 7)",-98.97657811265304,-97.3816254062829,-95.86984295234006,-505.5
"(0, 5)","(3, 7)",-94.16034053617372,-96.02294677844999,-97.5698952658341,-506.0
"(5, 4)","(3, 7)",-104.20526958800164,-106.1885911393254,-507.0,-107.09025192098605
"(4, 4)","(3, 7)",-102.08208004027445,-107.20684878810403,-506.5,-102.78009265335396
"(3, 4)","(3, 7)",-97.33986425884206,-104.2948459407342,-506.0,-100.65874562121792
"(2, 4)","(3, 7)",-94.34509246124742,-96.44503158195532,-506.5,-100.14369761048886
"(1, 4)","(3, 7)",-93.80902215915017,-91.00663345952853,-92.55872521999765,-92.99976311928553
"(0, 4)","(3, 7)",-94.87783281843313,-92.81747338601237,-95.33001905125828,-95.20812166373713
"(5, 3)","(3, 7)",0.0,0.0,0.0,0.0
"(5, 11)","(4, 4)",-131.5230165125891,-121.98578505227115,-129.18028606798623,-509.5
"(5, 11)","(1, 2)",-163.54849864152033,-163.45614063974773,-171.19726781331053,-514.5
"(2, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 10)","(2, 5)",-128.59193112470862,-119.86208352837254,-509.0,-128.8106954831151
"(1, 6)","(4, 8)",0.0,0.0,0.0,0.0
"(1, 3)","(4, 7)",-120.10388371093427,-506.5,-120.20154675655786,-118.3320694637323
"(0, 3)","(4, 7)",-122.29572414866985,-122.70368782782717,-118.39404746095113,-119.1383479808897
"(5, 10)","(1, 4)",-132.13846608799082,-134.26754409693564,-511.0,-140.30847252719906
"(4, 1)","(4, 6)",-119.4672134613094,-113.29009966272979,-115.55381038249313,-117.0283690948387
"(4, 0)","(4, 6)",-119.3371404966874,-116.25607838787285,-114.35694430388892,-115.83388797894986
"(4, 2)","(4, 6)",-117.6669462647514,-118.01786398940546,-115.32986564464436,-505.5
"(5, 1)","(4, 6)",-115.59789898264813,-114.35694430388892,-113.96753261441594,-112.18070036351742
"(5, 0)","(4, 6)",-119.08760304564913,-115.6033140386456,-115.6033140386456,-113.81438493982671
"(5, 2)","(4, 6)",-118.75862605405878,-118.09685994271062,-114.26157237676483,-506.0
"(4, 13)","(2, 2)",-149.8395296807735,-150.46546641739712,-769.5,-141.14978225980465
"(4, 8)","(2, 8)",-96.39249789164822,-93.05840668628967,-94.65366581309563,-505.5
"(3, 7)","(2, 8)",-94.36979116619614,-95.44661748131551,-505.5,-92.84073426747797
"(2, 7)","(2, 8)",-93.29460934300914,-96.10896894065695,-757.5,-504.0
"(1, 7)","(2, 8)",-91.69687192565146,-93.73909436275417,-505.5,-89.61557396638395
"(0, 7)","(2, 8)",-87.32657829259053,-92.37665311789607,-506.0,-90.80542741205886
"(4, 7)","(2, 8)",-89.70685746155438,-90.03586251925466,-92.42189386841909,-94.1789791266866
"(3, 6)","(2, 8)",0.0,0.0,0.0,0.0
"(3, 9)","(4, 6)",-506.5,-505.5,-117.3880857674379,-119.29541535659607
"(2, 9)","(4, 6)",0.0,0.0,0.0,0.0
"(2, 3)","(4, 8)",0.0,0.0,0.0,0.0
"(5, 12)","(1, 5)",0.0,0.0,0.0,0.0
"(0, 9)","(3, 4)",0.0,0.0,0.0,0.0
"(1, 6)","(4, 7)",0.0,0.0,0.0,0.0
"(4, 9)","(4, 7)",0.0,0.0,0.0,0.0
"(3, 12)","(3, 4)",0.0,0.0,0.0,0.0
"(3, 10)","(4, 8)",-119.2607814408718,-121.90661850563514,-119.73661158543713,-119.03755971082178
"(2, 10)","(4, 8)",-120.68007747251161,-117.91966319034015,-504.5,-118.50261514565807
"(1, 10)","(4, 8)",-120.2360615937672,-118.125097447914,-505.0,-115.36779189088472
"(0, 10)","(4, 8)",-119.89508655210653,-117.43094718662536,-758.25,-119.82969730738131
"(4, 10)","(4, 8)",-122.0947982730496,-124.82564380598984,-503.5,-125.3250197423051
"(3, 11)","(4, 8)",-121.4986063361012,-122.39335142356504,-119.12549507125308,-758.25
"(2, 11)","(4, 8)",-119.5873504563302,-118.23231470392534,-120.24845763726086,-885.5
"(1, 11)","(4, 8)",-121.33718560300366,-117.751718471966,-116.86323252955839,-117.237832529554
"(0, 11)","(4, 8)",-118.09685994271062,-116.94827306504982,-116.04434414504617,-120.06260422692854
"(4, 11)","(4, 8)",-124.5855592077031,-125.61548891534721,-123.88499447322829,-505.0
"(5, 10)","(4, 8)",-124.5507242938958,-125.65422727677347,-504.0,-126.40493937193904
"(1, 9)","(4, 8)",0.0,0.0,0.0,0.0
"(4, 3)","(3, 7)",0.0,0.0,0.0,0.0
"(0, 13)","(1, 5)",-171.5354164558334,-168.88172023686275,-174.50818396790794,-171.5354164558334
"(1, 13)","(1, 5)",-168.590285104708,-161.82921279379082,-171.65104138794908,-163.36706329126986
"(2, 13)","(1, 5)",-163.40222635989926,-160.67757472618982,-510.0,-161.8446396541039
"(3, 13)","(1, 5)",-163.66535124245218,-162.64418291299486,-510.5,-159.16998409147453
"(0, 9)","(1, 4)",0.0,0.0,0.0,0.0
"(1, 9)","(3, 5)",0.0,0.0,0.0,0.0
"(5, 13)","(2, 1)",-200.57052482902515,-203.30964175378523,-514.5,-203.30964175378523
"(5, 6)","(3, 8)",-97.52495101884367,-94.90262538614742,-98.24854658230669,-98.23524865493346
"(5, 5)","(3, 8)",-99.57721011027286,-98.0202379747619,-97.6052086776429,-96.24096757900465
"(4, 5)","(3, 8)",-98.16881906069437,-94.8303645277561,-98.81635984928238,-95.97156455907579
"(3, 5)","(3, 8)",-96.26404978531295,-97.63989893233114,-95.04222301878741,-756.75
"(2, 5)","(3, 8)",-93.04903070919877,-92.9688753227764,-91.00422622885395,-505.0
"(1, 5)","(3, 8)",-88.97904928576929,-88.92641483685601,-91.32766874633111,-505.5
"(0, 5)","(3, 8)",-88.1008447599736,-86.7689822717634,-89.03798367637933,-506.0
"(5, 4)","(3, 8)",-96.9999295494558,-100.18953883349286,-507.0,-99.809664269209
"(4, 4)","(3, 8)",-93.87923463917977,-99.83199096482457,-506.5,-96.90939938542101
"(3, 4)","(3, 8)",-91.03061570792994,-96.7980252767642,-506.0,-95.81781078076534
"(2, 4)","(3, 8)",-89.05884081711116,-93.29184189091185,-506.5,-90.44934168156645
"(1, 4)","(3, 8)",-91.17481983211142,-89.64236041175525,-86.93668722630389,-87.71877367541711
"(0, 4)","(3, 8)",-88.3194299682745,-88.29635575121645,-89.16868992076405,-87.05312029248392
"(5, 3)","(3, 8)",0.0,0.0,0.0,0.0
"(4, 10)","(2, 4)",-129.97189872240938,-131.29791840576956,-509.5,-129.1198688233635
"(3, 11)","(2, 4)",-132.20531019571354,-128.13030486182043,-131.28487594120745,-510.5
"(4, 11)","(2, 4)",-133.37100554896574,-126.54710008989322,-129.30294414498974,-511.0
"(2, 11)","(2, 4)",-129.51125739968774,-128.87046022357586,-127.55954337364334,-510.0
"(1, 11)","(2, 4)",-123.67167725026911,-118.72322708629105,-122.76003649978705,-125.67285163523933
"(0, 11)","(2, 4)",-122.5921054798108,-117.81636898351931,-125.35514958514568,-124.06081985820492
"(5, 10)","(2, 4)",-125.85237442494363,-122.5921054798108,-510.0,-129.72991772460574
"(1, 12)","(1, 1)",-157.95454445960286,-514.0,-169.63562618372043,-158.7124162095286
"(0, 12)","(1, 1)",-163.45614063974773,-170.26415782794805,-159.98202117035873,-169.92393180119592
"(4, 9)","(3, 7)",0.0,0.0,0.0,0.0
"(1, 9)","(2, 5)",0.0,0.0,0.0,0.0
"(0, 6)","(4, 8)",0.0,0.0,0.0,0.0
"(3, 9)","(2, 8)",-504.5,-505.5,-98.26880394919482,-94.96719185851748
"(2, 9)","(2, 8)",0.0,0.0,0.0,0.0
"(2, 12)","(3, 4)",0.0,0.0,0.0,0.0
"(3, 8)","(2, 7)",-95.89504974257349,-96.65025503314797,-101.16442212231479,-96.34596284618814
"(2, 8)","(2, 7)",-96.48331480878616,-98.22956883917908,-505.5,-505.5
"(1, 8)","(2, 7)",-93.33408185964346,-96.9676271808602,-95.43341835461008,-506.0
"(0, 8)","(2, 7)",-92.48265123091649,-95.24298728781352,-93.57395435063606,-506.5
"(4, 8)","(2, 7)",-98.44198265894651,-99.89102339854514,-101.93780949541775,-506.5
"(2, 8)","(1, 7)",-90.6889706618679,-91.54615923396143,-89.41863120724494,-506.5
"(1, 8)","(1, 7)",-87.53167936035271,-92.03847494255373,-506.0,-506.0
"(0, 8)","(1, 7)",-81.3238567015141,-86.69580930338287,-85.34319395482069,-759.75
"(3, 8)","(1, 7)",-88.79036295701698,-84.76910022370133,-85.53623508232008,-86.99742401280528
"(4, 7)","(1, 7)",-82.6552324861454,-81.0877933296195,-81.59596980073886,-81.77901282348888
"(3, 6)","(1, 7)",0.0,0.0,0.0,0.0
"(4, 12)","(4, 4)",0.0,0.0,0.0,0.0
"(3, 7)","(4, 7)",-104.98911283253423,-104.75760356379189,-504.5,-106.59064680643718
"(2, 7)","(4, 7)",-104.58377718146576,-104.03625345787478,-757.5,-101.40199635672451
"(1, 7)","(4, 7)",-103.97960662350883,-100.56211943856779,-758.25,-99.1139764846628
"(0, 7)","(4, 7)",-99.92811225921668,-103.48682537840943,-506.0,-102.46834348645046
"(5, 11)","(1, 3)",-153.8435145582875,-151.78070202262285,-154.22449266047823,-513.5
"(2, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(0, 2)","(4, 7)",-115.88964989067537,-117.16661442022493,-112.24346346339117,-119.44941129885498
"(1, 2)","(4, 7)",-117.3136954184958,-115.02159568219564,-115.43773633654845,-117.95447431818233
"(0, 1)","(4, 7)",-107.24502210433329,-110.1642957848469,-104.71907890541951,-108.80054072790038
"(1, 1)","(4, 7)",-107.44796795454818,-105.80661149882236,-111.10404305678242,-112.36437618776728
"(0, 0)","(4, 7)",-105.07894755412353,-107.4177841510174,-105.07894755412353,-105.31188133657236
"(1, 0)","(4, 7)",-105.11036743920008,-108.82988443834482,-107.24502210433329,-107.2642874393565
"(0, 6)","(4, 7)",0.0,0.0,0.0,0.0
"(0, 9)","(4, 8)",0.0,0.0,0.0,0.0
"(0, 13)","(1, 1)",-169.29385994831017,-161.23523466656349,-169.67873654022293,-169.29385994831017
"(1, 13)","(1, 1)",-156.29017286729402,-146.96338830690866,-162.68486354375779,-150.20717652235953
"(2, 13)","(1, 1)",-140.4425250076185,-133.16696055254292,-514.0,-127.92022276307691
"(3, 13)","(1, 1)",-125.30594606723864,-132.7641246859544,-514.5,-117.92086927368936
"(5, 9)","(3, 8)",0.0,0.0,0.0,0.0
"(0, 9)","(2, 4)",0.0,0.0,0.0,0.0
"(3, 7)","(3, 6)",0.0,0.0,0.0,0.0
"(3, 12)","(4, 8)",0.0,0.0,0.0,0.0
"(4, 13)","(1, 5)",-167.18229065134943,-162.70317743421168,-511.0,-166.59137171784587
"(0, 9)","(3, 5)",0.0,0.0,0.0,0.0
"(1, 3)","(4, 8)",-108.90539560180898,-506.5,-107.40682879468025,-104.30877087390542
"(0, 3)","(4, 8)",-108.64654677250815,-110.30677197483965,-109.2179896110301,-107.98647641158523
"(2, 12)","(4, 4)",0.0,0.0,0.0,0.0
"(5, 11)","(2, 4)",-134.03934280207648,-128.4298247883732,-124.99392142711675,-767.25
"(4, 12)","(2, 4)",0.0,0.0,0.0,0.0
"(2, 2)","(4, 7)",-117.40341997083544,-110.01648705606627,-111.80530212331769,-506.5
"(2, 1)","(4, 7)",-103.1528087458017,-107.65000809197224,-108.22927158320556,-112.67960435714203
"(2, 0)","(4, 7)",-104.03002726092396,-108.03846330363405,-100.9364913923137,-108.43898579733698
"(3, 2)","(4, 7)",-112.90805934625718,-106.94569692903886,-108.71606969081236,-506.0
"(3, 1)","(4, 7)",-106.98353830862403,-108.50232510080212,-107.03975039370584,-110.85494341065153
"(3, 0)","(4, 7)",-102.04587427371158,-101.22548284837033,-101.65482087689261,-108.03607394581346
"(5, 11)","(4, 8)",-126.41050120282333,-125.85568791501015,-125.37976678662697,-505.5
"(0, 9)","(2, 5)",0.0,0.0,0.0,0.0
"(5, 12)","(4, 4)",0.0,0.0,0.0,0.0
"(4, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(3, 9)","(4, 7)",-505.5,-504.5,-102.19646378784891,-99.11780310412671
"(2, 9)","(4, 7)",0.0,0.0,0.0,0.0
"(4, 1)","(4, 7)",-109.83539183145288,-105.56419425486081,-106.79032338457904,-104.14019008303372
"(4, 2)","(4, 7)",-109.15292439823006,-104.88998216184257,-104.6639600460153,-505.5
"(5, 1)","(4, 7)",-102.3175424918668,-101.40344365434098,-104.76874936183225,-101.02949293083083
"(4, 0)","(4, 7)",-101.42548535558203,-101.83349505174073,-101.40344365434098,-107.00421479476017
"(5, 0)","(4, 7)",-106.09271299274194,-101.65482087689261,-101.65482087689261,-101.06172723169836
"(5, 2)","(4, 7)",-100.76057130743303,-106.1885911393254,-104.74655394718718,-506.0
"(2, 9)","(1, 8)",0.0,0.0,0.0,0.0
"(5, 7)","(2, 7)",-100.82735719271656,-98.0202379747619,-96.53857937444872,-102.33663377692508
"(4, 6)","(2, 7)",-505.5,-95.64152085227676,-95.62753026344522,-98.07606514655058
"(3, 12)","(2, 4)",0.0,0.0,0.0,0.0
"(4, 12)","(4, 8)",0.0,0.0,0.0,0.0
"(5, 11)","(3, 4)",-142.45759770670816,-144.6301759768565,-145.5729857780306,-510.5
"(5, 9)","(3, 7)",0.0,0.0,0.0,0.0
"(5, 10)","(3, 5)",-147.3568977532811,-146.66769377859146,-762.0,-149.76746325711784
"(3, 9)","(3, 7)",-505.5,-505.5,-97.27268633605644,-97.491267474784
"(2, 9)","(3, 7)",0.0,0.0,0.0,0.0
"(3, 8)","(3, 9)",-87.91138318814812,-89.4548720220083,-89.3391668144717,-76.08153234658838
"(2, 8)","(3, 9)",-82.21959608798784,-82.06990920828669,-84.28765716183632,-503.5
"(1, 8)","(3, 9)",-82.66380146750012,-84.53083661646625,-81.78525335564177,-504.0
"(0, 8)","(3, 9)",-81.68353164563493,-84.84960644859606,-82.87872155799619,-504.5
"(4, 8)","(3, 9)",-82.31669846322981,-82.52132432470441,-85.17122565497465,-503.5
"(3, 7)","(3, 9)",-84.40670171359415,-84.73229633316672,-504.5,-82.30686974371416
"(2, 7)","(3, 9)",-83.64289359230912,-83.96342780341733,-505.0,-82.01474872792137
"(1, 7)","(3, 9)",-82.84769608995751,-80.08142582326752,-505.5,-82.01778027532058
"(0, 7)","(3, 9)",-79.67413429983931,-80.52556568673737,-885.5,-83.53709229849827
"(4, 7)","(3, 9)",-84.78194424046791,-82.93651933454598,-81.32318387357054,-82.30312710356996
"(3, 6)","(3, 9)",0.0,0.0,0.0,0.0
"(3, 9)","(2, 7)",-505.5,-506.5,-94.16196355453206,-92.95317526265268
"(2, 9)","(2, 7)",0.0,0.0,0.0,0.0
"(5, 8)","(2, 8)",-92.37909446608253,-89.85188481019841,-92.84966978688456,-506.0
"(5, 7)","(2, 8)",-87.20865530038584,-86.91723741800652,-90.42081329686346,-90.11715692897958
"(4, 6)","(2, 8)",-505.5,-92.06968924858973,-85.26731921380002,-89.07395730243614
"(3, 10)","(4, 6)",-117.16255272891175,-112.28724146918688,-114.7881778519773,-116.58278050891306
"(2, 10)","(4, 6)",-116.40598909996743,-116.25913698922271,-506.5,-117.96021032293567
"(1, 10)","(4, 6)",-116.35377503746668,-115.14555032834741,-507.0,-110.12239316307458
"(0, 10)","(4, 6)",-115.88964989067537,-111.96065248885532,-507.5,-117.31259514637308
"(4, 10)","(4, 6)",-110.61575779469307,-112.71557358607504,-505.5,-115.14669007405072
"(3, 11)","(4, 6)",-115.02367674119293,-111.60783322960413,-115.52324454112679,-761.25
"(2, 11)","(4, 6)",-117.44796981828861,-113.49938848916827,-114.14075796591862,-508.0
"(1, 11)","(4, 6)",-118.35046689412253,-113.717955668205,-114.56385743699626,-112.31061552329831
"(0, 11)","(4, 6)",-114.85746285605588,-113.421865480957,-110.85082538373763,-114.36071400399189
"(4, 11)","(4, 6)",-115.71502200303593,-114.63280683525707,-112.92139973119768,-887.25
"(5, 10)","(4, 6)",-115.28299718956127,-112.15764818362877,-506.0,-118.23235707712779
"(3, 12)","(1, 4)",0.0,0.0,0.0,0.0
"(3, 10)","(4, 5)",-119.11996431243796,-121.2501549028567,-125.24546316682,-122.59392179822112
"(2, 10)","(4, 5)",-109.34141804979882,-112.88898992573107,-507.5,-114.03882841202423
"(1, 10)","(4, 5)",-105.7903208498923,-106.10062721289913,-508.0,-111.47998415664149
"(0, 10)","(4, 5)",-105.07894755412353,-110.97558257879368,-762.75,-102.62383152722072
"(4, 10)","(4, 5)",-124.95582586385142,-120.91135351606763,-506.5,-122.97350100104464
"(3, 11)","(4, 5)",-119.29002114715585,-119.76238716812196,-119.38902541874029,-508.5
"(2, 11)","(4, 5)",-113.17350460326824,-115.46128354102275,-111.45174137814075,-509.0
"(1, 11)","(4, 5)",-107.1554441015287,-110.24309977018537,-106.72540019066595,-108.62010753899372
"(0, 11)","(4, 5)",-101.92629835445824,-101.65071089110309,-105.05208893524002,-101.7238904584527
